3.0,74.219
6.0,73.926
3.0,73.828
6.0,72.363
4.0,71.875
4.0,70.996
3.0,70.996
6.0,70.898
6.0,70.703
4.0,70.313
4.0,70.02
3.0,69.922
4.0,69.434
4.0,69.238
4.0,69.141
2.0,68.945
3.0,68.848
7.0,68.555
5.0,68.555
3.0,68.457
